answer,answer_count,caption,confidence,end_seconds,end_timestamp,flags,modality,pair_index,question,question_count,recommended_action,section,segment_confidence,segment_id,severity,side,source_files,source_media,source_prefix,source_unit_index,split_status,start_seconds,start_timestamp,task_label,timestamp
Recessed linear LED ceiling lights creating bright white streaks,1,"Light Source Analysis:
1. Room lighting: Combination of overhead ceiling light (dim) and warm desk lamp providing localized illumination
2. Transition zone: Dramatic shift to very low ambient light in the hallway
3. Outdoor area: Recessed linear LED ceiling lights creating bright white streaks in the darkness
4. Overall condition: Night-time recording with high ISO noise due to low-light conditions
5. Light reflection: Visible on glass windows and door surfaces, showing indoor light spilling into dark areas
6. Contrast level: Extreme contrast between lit interior room and dark outdoor areas",0.45,54.0,00:00:54.000,"[""duplicate_question""]",rgb,1,What types of light sources are visible in the outdoor mailbox area?,1,review,light_recognition,0.9,wash_hands_night_seg_001,quality_warning,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_rgb.mp4,wash_hands_night,5,single,0.0,00:00:00.000,entering bathroom and approaching sink,
I walk straight ahead into the corridor.,1,"I begin by walking approximately 10 steps through a dark office space towards a visible doorway. After opening the door, I take about 5 more steps into a brightly lit corridor to reach the bathroom entrance.",0.45,54.0,00:00:54.000,[],rgb,1,In which direction do I turn after passing through the first door?,1,keep,navigation,0.9,wash_hands_night_seg_001,pass,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_rgb.mp4,wash_hands_night,6,single,0.0,00:00:00.000,entering bathroom and approaching sink,
"Yes, one mailbox section is painted vibrant green which contrasts sharply with the standard metallic grey sections",1,"Potential Non-Common Scene Elements:
1. High-ISO grain: Significant video noise due to extremely low-light recording conditions
2. Unusual lighting: The LED ceiling lights create artificial patterns in an outdoor residential area
3. Color inconsistency: The vibrant green mailbox section contrasts sharply with standard grey sections
4. Hand appearance: Blue gloves in a residential mailbox area - possible protective gear or environmental adaptation
5. Layout observation: Modern residential building with outdoor mailbox cluster rather than interior boxes
6. No obvious floating objects or mesh clipping issues detected",0.45,54.0,00:00:54.000,"[""duplicate_question""]",rgb,1,Are there any unusual design elements visible in the mailbox area?,1,review,non_common,0.9,wash_hands_night_seg_001,quality_warning,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_rgb.mp4,wash_hands_night,7,single,0.0,00:00:00.000,entering bathroom and approaching sink,
Computer tower LED strips and monitors.,1,"In the initial dark sequence, I identify several computer workstations indicated by glowing pink and blue LED strips on tower cases and the faint light of monitors. As I move forward, a white door with a silver metallic handle becomes visible. On the door, there is a white rectangular identification label featuring a QR code and printed text. The floor transitions from dark carpet or wood to a brighter surface as I enter the hallway.",0.45,54.0,00:00:54.000,[],rgb,1,What kind of light sources are visible in the room before I reach the door?,1,keep,object_recognition,0.9,wash_hands_night_seg_001,pass,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_rgb.mp4,wash_hands_night,8,single,0.0,00:00:00.000,entering bathroom and approaching sink,
"Bedroom, hallway, outdoor walkway, and mailbox area",1,"Scene Progression:
1. Start - Bedroom/Room interior with white walls, desk, and personal items
2. Room Transition - Moving toward the blue door with hallway visible beyond
3. Hallway Passage - Dark corridor with metal railings and light switches
4. Outdoor Area - Outdoor walkway with modern apartment building architecture
5. Mailbox Zone - Approach to mailbox area with green and grey mailbox sections
6. Staircase Area - Metal staircase visible with industrial design
7. End Position - Standing in front of mailbox section, looking at unit numbers",0.45,54.0,00:00:54.000,"[""duplicate_question"", ""frame_reference""]",rgb,1,What is the sequence of major areas passed through in this video?,1,review,scene_sequence,0.9,wash_hands_night_seg_001,quality_warning,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_rgb.mp4,wash_hands_night,9,single,0.0,00:00:00.000,entering bathroom and approaching sink,
The hallway and staircase area,1,"Spatial Relationships Identified:
1. Desk is approximately 2 meters from the room entrance
2. The mailbox is positioned above eye level, roughly 1.5 meters from the approach area
3. The staircase is located to the left of the mailbox area, about 3 meters away
4. The fire exit sign is mounted on the wall above and to the right of the mailboxes
5. The hallway extends approximately 5 meters before reaching the outdoor area
6. The blue door frame is positioned centrally between the room and hallway",0.45,54.0,00:00:54.000,"[""duplicate_question""]",rgb,1,Which room section is closest to the mailbox area when exiting through the blue door?,1,review,spatial_reasoning,0.9,wash_hands_night_seg_001,quality_warning,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_rgb.mp4,wash_hands_night,10,single,0.0,00:00:00.000,entering bathroom and approaching sink,
02.B.20,1,"On the door label seen clearly around frame_001020, the text identifies the room. The first line reads '02.B.20'. Below it, 'WC H' is printed, which typically stands for 'Water Closet - Herren' (Men's Restroom). At the bottom, the logo 'ZÜBLIN' is visible. This label is used for facility management and room identification.",0.45,54.0,00:00:54.000,"[""short_answer""]",rgb,1,What is the specific room code shown on the door label?,1,review,text_recognition,0.9,wash_hands_night_seg_001,quality_warning,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_rgb.mp4,wash_hands_night,11,single,0.0,00:00:00.000,entering bathroom and approaching sink,
Walking to the bathroom.,1,"I am walking from one room to another with the intention of reaching the sink. I interact with the environment by navigating through door boundaries. The motion is smooth and continuous, showing the transition from a living area into a service area like a bathroom.",0.9,54.0,00:00:54.000,"[""duplicate_question""]",event,1,What am I doing throughout this segment?,1,review,event_action,0.9,wash_hands_night_seg_001,quality_warning,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_event.mp4,wash_hands_night,12,single,0.0,00:00:00.000,entering bathroom and approaching sink,
Two.,1,"Over the course of the walk, several scene elements are identifiable through motion: 2 doorways, 1 hallway section, at least 4 vertical wall corners, and 1 sink fixture at the end. Additionally, motion against the floor reveals approximately 8 visible floor-wall junctions.",0.9,54.0,00:00:54.000,"[""short_answer""]",event,1,How many total door frames do I pass through during this navigation?,1,review,event_counting,0.9,wash_hands_night_seg_001,quality_warning,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_event.mp4,wash_hands_night,13,single,0.0,00:00:00.000,entering bathroom and approaching sink,
Zero.,1,"During this segment, there are no other moving entities or humans visible besides my own forward progression. The environment remains static, with all event activity generated by my movement relative to the fixed structures of the room and hallway.",0.9,54.0,00:00:54.000,"[""short_answer""]",event,1,How many other moving people pass by me in the hallway?,1,review,event_dynamic_counting,0.9,wash_hands_night_seg_001,quality_warning,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_event.mp4,wash_hands_night,14,single,0.0,00:00:00.000,entering bathroom and approaching sink,
No.,1,"The only dynamic element is the camera's egocentric motion. It appears at frame 0 and continues until frame 1020, moving steadily at a walking pace. No external objects move independently within the field of view during this time.",0.9,54.0,00:00:54.000,"[""short_answer""]",event,1,Does any object in the scene move on its own while I am walking?,1,review,event_dynamic_recognition,0.9,wash_hands_night_seg_001,quality_warning,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_event.mp4,wash_hands_night,15,single,0.0,00:00:00.000,entering bathroom and approaching sink,
Straight forward.,1,"The navigation path is a straight forward walk followed by a subtle turn. I start in a room, move directly toward a doorway, traverse a short hallway, and turn into the bathroom door. Viewpoint changes correspond to steps and slight head movements, indicated by shifting vertical lines of the walls and doors.",0.9,54.0,00:00:54.000,[],event,1,What is the general direction of my path through the hallway?,1,keep,event_navigation,0.9,wash_hands_night_seg_001,pass,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_event.mp4,wash_hands_night,16,single,0.0,00:00:00.000,entering bathroom and approaching sink,
No.,1,"The motion patterns are consistent with a typical person walking through a house at night. There are no unrealistic behaviors, floating objects, or clipping errors visible in the event activity.",0.9,54.0,00:00:54.000,"[""short_answer""]",event,1,Are there any physically implausible events occurring as I walk?,1,review,event_non_common,0.9,wash_hands_night_seg_001,quality_warning,night,"{""videos"": {""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4"", ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4""}, ""audio"": ""dataset\\wash_hand_split\\wash_hands_night.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\wash_hand_split\\wash_hands_night_rgb.mp4"", ""event"": ""dataset\\wash_hand_split\\wash_hands_night_event.mp4"", ""depth"": ""dataset\\wash_hand_split\\wash_hands_night_depth.mp4"", ""ir"": ""dataset\\wash_hand_split\\wash_hands_night_ir.mp4""}",dataset\wash_hand_split\wash_hands_night_event.mp4,wash_hands_night,17,single,0.0,00:00:00.000,entering bathroom and approaching sink,
