answer,answer_count,caption,flags,modality,pair_key,qa_index,question,question_count,recommended_action,section,severity,source_file,source_status,split_status
6 tiles. 2 handles. 1 faucet. 1 label. 1 flush handle. 1 door frame. 1 mirror frame. 1 hinge.,1,"The video captures a series of wall-mounted tiles and fixtures in a restroom setting. Identified elements that can be counted include: 6 wall tiles, 2 door handles, 1 faucet, 1 QR code label, and 1 toilet flush handle.",[],event,aligned_dataset/wash_hands_split/Seg4/wash_hands_event,1,How many wall tiles are clearly visible in the scene? How many door handles appear in the frames? How many faucets are present in the wash area? How many QR code labels can be identified? How many toilet flush handles are observed? How many door frames are visible? How many mirror frames are detected? How many hinges are visible on the door?,1,keep,event_counting,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
0 other people. 0 vehicles. 4 times. 0 animals. 0 other objects. 1 time. 0 items. 2 times.,1,The video shows the movement of the camera holder through a restroom. There are no other moving entities present in the frame. The camera holder's hands move to interact with the door handle and the faucet.,['frame_reference'],event,aligned_dataset/wash_hands_split/Seg4/wash_hands_event,1,How many other people move through the scene besides me? How many vehicles pass by my location? How many times do I move my hands in the frame? How many animals enter the restroom? How many moving objects other than my hands are visible? How many times do I cross a doorway? How many items do I pick up? How many times do I change direction while walking?,1,review,event_dynamic_counting,quality_warning,qa_pairs/aligned/event_qa_results_aligned.json,single,single
Straight forward.,1,"The navigation path is a straight-line forward movement through a corridor, followed by an opening motion to enter a doorway. The camera keeps the door handle centered to facilitate entry.",[],event,aligned_dataset/wash_hands_split/Seg4/wash_hands_event,1,What is the trajectory of my movement towards the door?,1,keep,event_navigation,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
Yes. Early in the sequence. No. Yes. Near the end of the sequence. Yes. Yes. Yes.,1,"The camera holder performs a sequence of actions including walking, reaching for a door handle, operating a faucet, and interacting with a door lock mechanism. These actions occur throughout the duration of the video as the camera pans and moves between different areas of the restroom.",[],event,aligned_dataset/wash_hands_split/Seg4/wash_hands_event,1,Did I interact with the door handle? At what point did I reach for the faucet? Is there a person walking in the background? Did the door move during the recording? When did I finish washing my hands? Was the door locked? Did I turn the handle to open the door? Was the faucet activated?,1,keep,event_dynamic_recognition,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
Entering the restroom. The door handle. Yes. Yes. Testing the door lock. Right hand. Walking. Verifying the door is locked.,1,"The camera holder navigates through a restroom, interacting with infrastructure. The actions include: grabbing a door handle, rotating it, walking toward a sink, operating a faucet to wash hands, and checking a lock mechanism. The movement indicates a routine sequence of entering, using, and preparing to exit the facility.",['frame_reference'],event,aligned_dataset/wash_hands_split/Seg4/wash_hands_event,1,What is the primary action I am performing at the start? Which object do I interact with first? Am I washing my hands in the sequence? Do I open the door? What is the last action I perform? Which hand do I use to operate the faucet? Am I walking or standing still for most of the video? What is the purpose of my hand movement near the end?,1,review,event_action,quality_warning,qa_pairs/aligned/event_qa_results_aligned.json,single,single
None.,1,"There is no unusual, physically implausible, or non-common-sense behavior observed in the event stream. The motion corresponds to a normal human walking and operating a standard door.",['short_answer'],event,aligned_dataset/wash_hands_split/Seg4/wash_hands_event,1,Are there any physical impossibilities in the scene's motion?,1,review,event_non_common,quality_warning,qa_pairs/aligned/event_qa_results_aligned.json,single,single
A head-mounted camera.,1,"The event stream captures the motion boundaries of a person's reflection in a mirror. The subject is seen adjusting a device on their head, likely a head-mounted camera. Static scene structures such as door frames, walls, and the mirror's edges are delineated by the camera's slight movements and the person's shifting position. Temporal changes are marked by the movement of hands towards the head and the subsequent panning of the view as the subject turns away from the mirror.",[],event,aligned_dataset/wash_my_face_split/Seg1/wash_my_face_event,1,What object am I adjusting on my head in my mirror reflection?,1,keep,event_object_recognition,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
Directly in front.,1,"From the motion-based spatial cues, the person's reflection is the most prominent foreground element, positioned directly in front of the mirror. The mirror surface acts as the primary plane of interaction. Behind the subject, door frames and wall corners are visible, providing a sense of depth as they are occluded and revealed by the subject's head and body movements. As the subject turns, the relationship between the mirror and the corridor doors changes, with the doors coming into a more direct line of sight while the mirror exits the field of view.",[],event,aligned_dataset/wash_my_face_split/Seg1/wash_my_face_event,1,Where am I positioned relative to the mirror?,1,keep,event_spatial_reasoning,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
"Stationary, adjusting, turning away.",1,"The sequence begins with the camera fixed on a mirror reflection showing the subject standing still. Next, motion activity increases as the subject's hands rise to their head to adjust equipment. After a period of fine adjustment, the subject turns their head, causing the reflection to shift and the edges of the room to become more active. Finally, the camera pans rapidly as the subject turns away from the mirror and begins navigating towards a doorway in the background, transitioning the scene from a stationary self-view to an interior room view.",[],event,aligned_dataset/wash_my_face_split/Seg1/wash_my_face_event,1,What is the sequence of my actions starting from the mirror reflection?,1,keep,event_scene_sequence,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
1,1,The event activity allows for the identification of several scene elements. There is one primary person reflected in the mirror. A single large mirror is the focus of the first half of the video. Two distinct door frames are visible in the surrounding room as the camera pans. One head-mounted camera device is seen being adjusted. One pair of glasses is visible on the subject's face. Three wall surfaces are defined by the corners and edges during motion. One doorway is used as an exit point at the end of the sequence.,"['short_answer', 'frame_reference']",event,aligned_dataset/wash_my_face_split/Seg1/wash_my_face_event,1,How many mirrors are visible throughout the video?,1,review,event_counting,quality_warning,qa_pairs/aligned/event_qa_results_aligned.json,single,single
1,1,The subject is the only moving entity. They raise their hands once to adjust the head-mounted camera. Their head tilts twice during the adjustment process. They perform one major turn of approximately 90 degrees to face away from the mirror. There are no other dynamic objects or people passing through the scene during the recorded interval.,['short_answer'],event,aligned_dataset/wash_my_face_split/Seg1/wash_my_face_event,1,How many times do I raise my hands to my head?,1,review,event_dynamic_counting,quality_warning,qa_pairs/aligned/event_qa_results_aligned.json,single,single
To the right.,1,"Navigation begins from a stationary point facing a mirror. The path involves a rotational turn of about 90 degrees to the right (from the subject's perspective) after completing the gear adjustment. Landmark cues include the mirror itself and a door frame that serves as the target for movement. The viewpoint shifts from a self-reflection to a forward-looking perspective into a hallway, indicating a transition from a static check to active travel.",[],event,aligned_dataset/wash_my_face_split/Seg1/wash_my_face_event,1,Which direction do I turn after finishing my adjustment in the mirror?,1,keep,event_navigation,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
No,1,The subject's reflection appears immediately and remains the central dynamic element until frame 700. Hands become dynamic around frame 100 and finish their movement by frame 450. The subject begins a full-body turn at frame 650 and the reflection leaves the frame by 800. A door frame in the background becomes a prominent motion edge as the subject moves toward it in the final 100 frames.,['short_answer'],event,aligned_dataset/wash_my_face_split/Seg1/wash_my_face_event,1,Did anyone else pass by in the background?,1,review,event_dynamic_recognition,quality_warning,qa_pairs/aligned/event_qa_results_aligned.json,single,single
Adjusting a camera.,1,"The camera holder (subject) is standing before a mirror and using both hands to adjust a head-mounted camera. They look intently at their reflection to ensure the device is positioned correctly. Once satisfied, they lower their hands and turn their entire body to the right. The purpose appears to be a pre-travel check of recording equipment before navigating through the house.",[],event,aligned_dataset/wash_my_face_split/Seg1/wash_my_face_event,1,What action am I performing in the mirror?,1,keep,event_action,pass,qa_pairs/aligned/event_qa_results_aligned.json,single,single
No.,1,"The motion patterns and object behaviors in the event stream are physically plausible and consistent with a person adjusting equipment in a mirror. No unrealistic layouts, floating objects, or clipping are visible. The transition from stationary to moving follow standard human kinematics.","['short_answer', 'frame_reference']",event,aligned_dataset/wash_my_face_split/Seg1/wash_my_face_event,1,Are there any floating objects or physically impossible motions in the video?,1,review,event_non_common,quality_warning,qa_pairs/aligned/event_qa_results_aligned.json,single,single
